original,response
"Sau 10 năm thực hiện Luật Phòng chống tác hại thuốc lá, tỷ lệ sử dụng thuốc lá ở nước ta đã giảm, bảo đảm tính bền vững của hoạt động phòng chống tác hại của thuốc lá.","sau mười năm thực hiện luật phòng chống tác hại thuốc lá, tỷ lệ sử dụng thuốc lá ở nước ta đã giảm, bảo đảm tính bền vững của hoạt động phòng chống tác hại thuốc lá."
"Đảm nhận vị trí quan trọng trong show diễn mở màn Tuần lễ thời trang quốc tế Việt Nam 2023, Thanh Hằng và Minh Tú gây chú ý khi trình diễn những thiết kế đặc biệt.","đảm nhận vị trí quan trọng trong show diễn mở màn tuần lễ thời trang quốc tế việt nam hai mươi ba, thanh hằng và minh tú gây chú ý khi trình diễn những thiết kế đặc biệt."
"Bị dẫn trước 2 bàn, Barcelona đã ngược dòng thắng Celta Vigo 3-2 nhờ 3 bàn thắng ở 8 phút cuối của Lewandowski và Cancelo, qua đó tạm chiếm ngôi đầu bảng La Liga của Real Madrid.","bị dẫn trước hai bàn, barcelona đã ngược dòng thắng celta vigo ba hai nhờ ba bàn thắng ở tám phút cuối của lewandowski và cancelo, qua đó tạm chiếm ngôi đầu bảng la liga của real madrid."
"Trả lời Dân trí trước thềm Asian Cup 2023, chuyên gia Steve Darby nhận định tuyển Việt Nam sẽ phải chơi thiên về phòng ngự nhiều hơn, không chỉ vì đối thủ mạnh mà còn bởi tổn thất lớn trên hàng công.","trả lời dân trí trước thềm asian cup 2023, chuyên gia steve darby nhận định tuyển việt nam sẽ phải chơi thiên về phòng ngự nhiều hơn, không chỉ vì đối thủ mạnh mà còn bởi tổn thất lớn trên hàng công, bởi đội tuyển việt nam đã có những tổn thất lớn về người và tài năng."
"Ngày 1/12, tại Trụ sở Trung ương Đảng, Tổng Bí thư Nguyễn Phú Trọng đã tiếp Ủy viên Ban Thường vụ Trung ương Đảng Nhân dân Campuchia (CPP), Chủ tịch Quốc hội Vương quốc Campuchia Khuon Sudary.","ngày một mười hai, tại trụ sở trung ương đảng, tổng bí thư nguyễn phú trọng đã tiếp ủy viên ban thường vụ trung ương đảng nhân dân campuchia, chủ tịch quốc hội vương quốc campuchia khuon sudary."
Tiền đạo 19 tuổi Nguyễn Đình Bắc thể hiện sự tự tin rất lớn vào khả năng của bản thân cũng như khát khao được khoác áo đội tuyển Việt Nam vượt qua thử thách tại vòng loại World Cup 2026.,tiền đạo mười chín tuổi nguyễn đình bắc thể hiện sự tự tin rất lớn vào khả năng của bản thân cũng như khát khao được khoác áo đội tuyển việt nam vượt qua thử thách tại vòng loại world cup hai thousand hai mươi sáu.
"Chỉ riêng trong ngày 11/7, ít nhất 30 binh sỹ quân đội Ukraine đã thiệt mạng khi bị những tay súng ly khai tấn công bằng tên lửa, Bộ nội vụ Ukraine khẳng định.","chỉ riêng trong ngày mười một tháng bảy, ít nhất ba mươi binh sĩ quân đội ukraine đã thiệt mạng khi bị những tay súng ly khai tấn công bằng tên lửa, bộ nội vụ ukraine khẳng định."
"2 ngày sau khi có quan hệ tình dục, bệnh nhân thấy mắt phải bị đỏ, kèm cộm mắt khi chớp sau đó thì sưng, nề và tiết dịch mủ vàng xanh liên tục. Bác sĩ chẩn đoán anh bị bệnh lậu ở mắt.","hai ngày sau khi có quan hệ tình dục, bệnh nhân thấy mắt phải bị đỏ, kèm cộm mắt khi chớp sau đó thì sưng, nề và tiết dịch mủ vàng xanh liên tục. bác sĩ chẩn đoán anh bị bệnh lậu ở mắt."
"Ở bảng C vòng loại Euro 2024, đội tuyển Anh hòa Bắc Macedonia 1-1 còn Italy giành vé dự Euro 2024 sau trận hòa Ukraine 0-0. Slovenia cũng trở thành đội tuyển thứ 20 đoạt vé dự Euro 2024.","ở bảng c vòng loại euro hai mươi bốn, đội tuyển anh hòa bắc macedonia một một còn italy giành vé dự euro hai mươi bốn sau trận hòa ukraine không có. slovenia cũng trở thành đội tuyển thứ hai mươi đoạt vé dự euro hai mươi bốn."
18 năm chờ làm hồ sơ cấp bìa đỏ ở huyện Thanh Oai; nhiều hộ dân ở TP.HCM kêu cứu; vợ liệt sĩ ở Thạch Thất phẫn nộ... là những nội dung đơn thư bạn đọc gửi về Dân trí tuần qua.,mười tám năm chờ làm hồ sơ cấp bìa đỏ ở huyện thanh oai; nhiều hộ dân ở thành phố hồ chí minh kêu cứu; vợ liệt sĩ ở thạch thất phẫn nộ... là những nội dung đơn thư bạn đọc gửi về dân trí tuần qua.
"Nhân kỷ niệm 15 năm ngày thành lập Hội Bảo vệ quyền trẻ em Việt Nam (8/4), Bộ trưởng LĐ-TB&XH Đào Ngọc Dung gửi thư chúc mừng các thế hệ lãnh đạo, cán bộ, hội viên của Hội.","nhân kỷ niệm mười lăm năm ngày thành lập hội bảo vệ quyền trẻ em việt nam (tám tháng bốn), bộ trưởng lao động - thương binh và xã hội đào ngọc dung gửi thư chúc mừng các thế hệ lãnh đạo, cán bộ, hội viên của hội."
"Đến với người dân nghèo ở một nơi cách Hà Nội hơn 250km, có thể cảm nhận rõ hạnh phúc của họ khi ""chạm tay vào ước mơ"". Ước mơ đó là căn nhà mới, cũng có khi chỉ đơn giản là nước sạch về làng.","đến với người dân nghèo ở một nơi cách hà nội hơn hai trăm năm mươi kilomet, có thể cảm nhận rõ hạnh phúc của họ khi ""chạm tay vào ước mơ"". ức mơ đó là căn nhà mới, cũng có khi chỉ đơn giản là nước sạch về làng."
"Jermaine Bell đã tiết kiệm tiền trong hơn một năm với hy vọng được đến Disney World vào sinh nhật lần thứ 7 của mình nhưng phút cuối, cậu quyết định dùng số tiền dành dụm đó để giúp đỡ người khác tại bang Nam Carolina (Mỹ) kịp đi tránh bão.","jermaine bell đã tiết kiệm tiền trong hơn một năm với hy vọng được đến disney world vào sinh nhật lần thứ bảy của mình nhưng phút cuối, cậu quyết định dùng số tiền dành dụm đó để giúp đỡ người khác tại bang nam carolina, mỹ, kịp đi tránh bão."
"Nhiều trường đại học vừa công bố điểm chuẩn trúng tuyển sớm. Trong đó, thí sinh có điểm trung bình trung học bạ từ 6,5 trúng tuyển vào ngành sức khỏe.","nhiều trường đại học vừa công bố điểm chuẩn trúng tuyển sớm. trong đó, thí sinh có điểm trung bình trung học bạ từ sáu điểm năm năm, trúng tuyển vào ngành y tế."
Dưới đây là đề thi và đáp án chính thức môn tiếng Anh kỳ thi THPT quốc gia 2015 mà Bộ GD- ĐT vừa mới công bố.,dưới đây là đề thi và đáp án chính thức môn tiếng anh kỳ thi thpt quốc gia hai mươi mười năm năm năm mà bộ giáo dục và đào tạo vừa mới công bố.
"Em Nguyễn Huy Hoàng, học sinh lớp 12A1, Trường THCS-THPT Nguyễn Khuyến (TPHCM) là một trong 6 thí sinh tại TPHCM có 2 bài thi đạt điểm 10. Hoàng cũng là thủ khoa khối A của TPHCM với 29,5 điểm.","em nguyễn huy hoàng, học sinh lớp mười hai a một, trường trung học cơ sở - trung học phổ thông nguyễn khuyến, thành phố hồ chí minh, là một trong sáu thí sinh tại thành phố hồ chí minh có hai bài thi đạt điểm mười. hoàng cũng là thủ khoa khối a của thành phố hồ chí minh với hai mươi chín, năm điểm."
"Công ty Cổ phần Đầu tư Sài Gòn - Đà Nẵng nhận giải thưởng ""Dự án đáng sống năm 2023"" cho dự án The Ori Garden trong khuôn khổ Diễn đàn phát triển bền vững thị trường bất động sản.","công ty cổ phần đầu tư sài gòn - đà nẵng nhận giải thưởng ""dự án đáng sống năm hai mươi ba"" cho dự án the ori garden trong khuôn khổ diễn đàn phát triển bền vững thị trường bất động sản."
"Công ty Liên doanh Điều hành Cửu Long (Cửu Long JOC) - thuộc Petrovietnam - hiện là nhà điều hành dầu khí có sản lượng khai thác lớn thứ 2 tại Việt Nam, mang về cho ngân sách nhà nước hơn 13 tỷ USD.","công ty liên doanh điều hành cửu long, thuộc petrovietnam, hiện là nhà điều hành dầu khí có sản lượng khai thác lớn thứ hai tại việt nam, mang về cho ngân sách nhà nước hơn mười ba tỷ đô la."
"Dự kiến tại thời điểm cải cách tiền lương 1/7/2024, tiền lương thấp nhất của cán bộ, công chức, viên chức bằng mức lương thấp nhất bình quân các vùng của khu vực doanh nghiệp.","dự kiến tại thời điểm cải cách tiền lương một tháng năm hai mươi bốn, tiền lương thấp nhất của cán bộ, công chức, viên chức bằng mức lương thấp nhất bình quân các vùng của khu vực doanh nghiệp."
"Joseph và Olga Connell (Mỹ) tới một nhà hàng để tổ chức tiệc sinh nhật. Sau bữa tiệc, người ta phát hiện thi thể cặp đôi ngay trước cửa nhà với 25 phát đạn trên cơ thể.","joseph và olga connell (mỹ) đến một nhà hàng để tổ chức tiệc sinh nhật. sau bữa tiệc, người ta phát hiện thi thể cặp đôi ngay trước cửa nhà với hai mươi lăm phát đạn trên cơ thể."
"5 cuốn sách kinh điển của văn học thế giới được độc giả toàn cầu yêu thích, nhưng lại bị một bộ phận giới phê bình chê bai.","năm cuốn sách kinh điển của văn học thế giới được độc giả toàn cầu yêu thích, nhưng lại bị một bộ phận giới phê bình chê bai."
"Người Việt sẵn sàng chờ lâu hơn 10 phút để sạc xe và muốn trạm sạc công cộng có các tiện nghi như đồ uống, đồ ăn vặt, kết nối mạng, phòng chờ và nhà vệ sinh.","người việt sẵn sàng chờ lâu hơn mười phút để sạc xe và muốn trạm sạc công cộng có các tiện nghi như đồ uống, đồ ăn vặt, kết nối mạng, phòng chờ và nhà vệ sinh."
"UBND quận Thủ Đức, TPHCM đã ra quyết định xử phạt 450 triệu đồng đối với ông Lê Tấn Tài về hành vi tổ chức xây dựng trái phép.","ubnd quận thủ đức, tphcm đã ra quyết định xử phạt bốn trăm năm mươi triệu đồng đối với ông lê tấn tài về hành vi tổ chức xây dựng trái phép."
"Bộ Nội vụ dự kiến trình Chính phủ Nghị định quy định mức lương cơ sở đối với cán bộ, công chức, viên chức và lực lượng vũ trang trong tháng 3 năm nay.","bộ nội vụ dự kiến trình chính phủ nghị định quy định mức lương cơ sở đối với cán bộ, công chức, viên chức và lực lượng vũ trang trong tháng ba năm nay."
"Với 70.000 đồng mỗi tháng, thuê bao MobiFone có thể thoải mái lựa chọn các gói cước data, thoại dung lượng lớn, phù hợp với nhu cầu của bản thân.","với bảy mươi nghìn đồng mỗi tháng, thuê bao mobifone có thể thoải mái lựa chọn các gói cước data, thoại dung lượng lớn, phù hợp với nhu cầu của bản thân."
"Aimee Hoang sinh năm 2004, mang trong mình 3 dòng máu Việt Nam-Anh-Trung Quốc. Cô gái 16 tuổi này đã đăng quang Hoa khôi tuổi teen tại Anh và giành quyền tham gia cuộc thi sắc đẹp thế giới.","aimee hoang sinh năm hai nghìn bốn, mang trong mình ba dòng máu việt nam-anh-trung quốc. cô gái mười sáu tuổi này đã đăng quang hoa khôi tuổi teen tại anh và giành quyền tham gia cuộc thi sắc đẹp thế giới."
"Là mẫu xe hiếm hoi trong phân khúc C-SUV tại Việt Nam được trang bị động cơ hybrid, Haval H6 vẫn cần những khuyến mại lớn để thu hút sự quan tâm của người dùng.","là mẫu xe hiếm hoi trong phân khúc c-suv tại việt nam được trang bị động cơ hybrid, haval h6 vẫn cần những khuyến mại lớn để thu hút sự quan tâm của người dùng."
"Khi thấy Tổ công tác, Đội CSGT đường bộ số 7 lập chốt xử lý xe máy đi ngược chiều, nhiều người vi phạm đã xuống xe và dắt bộ qua chốt. Khi đi qua chốt, họ lại lên xe để đi ngược chiều đường.","khi thấy tổ công tác, đội csgt đường bộ số bảy lập chốt xử lý xe máy đi ngược chiều, nhiều người vi phạm đã xuống xe và dắt bộ qua chốt. khi đi qua chốt, họ lại lên xe để đi ngược chiều đường."
"Anh Trường, vị khách để quên túi xách chứa tiền và vàng ở quán bún, vui mừng nhận lại tài sản của mình. Anh tặng lại cho chủ quán 2 triệu đồng, nhưng ông Thanh gửi vào quỹ người nghèo của địa phương.","anh trường, vị khách để quên túi xách chứa tiền và vàng ở quán bún, vui mừng nhận lại tài sản của mình. anh tặng lại cho chủ quán hai triệu đồng, nhưng ông thanh gửi vào quỹ người nghèo của địa phương."
